PSNR-,Energy-
37.75,3625.014085
40.146,1134.849275
37.76,3495.527941
50.178,1635.167677
46.056,5127.577778
50.178,1597.242708
40.213,1171.211111
45.929,5230.0
40.213,1183.829167
37.753,3679.969444
49.801,1639.757576
37.707,3624.093897
49.801,1600.633333
45.928,5316.114563
40.441,1129.811594
45.929,5223.10231
40.441,1122.956522
37.874,3568.154286
49.801,1658.311111
37.753,3593.454286
49.801,1643.539394
45.927,5206.8
46.063,5729.139091
50.035,1968.757265
37.441,3986.249351
50.035,1972.264957
37.464,4031.871368
39.76,1495.948889
46.063,5728.016061
39.76,1433.471264
46.069,5741.822727
50.037,1965.996581
37.464,3992.072727
50.037,2015.2925
37.355,4098.55443
39.262,1497.205556
46.069,5720.253939
39.262,1446.795402
50.186,1586.134375
46.042,5241.947195
50.186,1597.823958
37.754,3588.295714
40.146,1164.247222
37.797,3610.29108
40.146,1166.036111
46.038,5144.70303
50.186,1635.717172
46.036,5172.849
50.186,1608.544792
37.801,3613.971831
39.758,1445.508046
37.441,4034.832906
39.758,1445.765517
46.032,5170.671
37.437,3981.314286
50.077,2020.85
46.072,5685.027523
50.077,1975.382906
46.072,5742.648485
39.752,1440.229885
37.462,4036.247863
39.752,1487.184444
37.462,3967.858009
50.078,2023.4175
46.078,5737.132424
50.078,1961.709402
46.078,5601.99633
50.127,2012.1075
37.355,4036.182051
50.127,2021.5
46.045,5789.336336
39.266,1490.89
46.045,5733.135758
39.266,1497.656667
37.395,4084.172152
50.127,1976.194872
37.395,4046.810684
50.127,1972.362393
46.055,5799.444444
39.75,1450.367816
46.055,5724.71303
39.75,1437.526437
37.437,4042.5
37.833,3614.859155
40.326,1176.865278
45.947,5173.278
40.326,1225.12
45.946,5216.9967
49.764,1602.473958
37.873,3572.688571
49.764,1593.884375
37.834,3499.745714
39.184,1335.693827
37.378,3491.718137
39.184,1333.992593
46.049,4719.923077
50.127,1752.554286
46.049,4749.013043
50.127,1693.773529
37.348,3447.892537
40.317,1180.1875
37.878,3615.319249
40.317,1173.990278
46.038,4724.505495
50.128,1749.899048
46.038,4719.131868
50.128,1746.660952
37.378,3444.838806
40.166,1020.888889
46.05,4276.02008
40.166,1011.52381
37.654,3148.026344
50.167,1375.425
37.689,3100.557377
50.167,1390.307143
46.055,4312.014683
40.095,1070.968182
40.095,1013.206349
37.699,3091.836066
50.103,1706.391176
46.046,4724.274725
50.103,1750.805714
37.396,3512.212255
39.215,1330.814815
37.35,3500.027451
39.215,1375.2
46.046,4750.496739
50.102,1714.333333
46.056,4726.912088
50.102,1752.910476
37.498,3442.671642
39.428,1389.278571
37.396,3498.943627
39.428,1383.235714
46.056,4768.037319
46.032,4315.374206
50.149,1388.121429
37.701,3119.245902
50.149,1390.821429
37.498,3495.757843
39.427,1384.392857
46.035,4366.188235
39.427,1373.014286
46.035,4363.52
50.149,1381.242857
37.654,3103.508197
50.149,1386.707143
37.701,3150.617204
40.166,1010.857143
46.038,4309.610317
40.166,1018.47619
50.15,1702.541176
37.391,3503.935784
50.15,1705.938235
46.055,4764.476449
39.18,1332.387654
46.055,4769.323188
39.18,1331.424691
37.348,3505.709314
50.148,1692.447059
37.493,3461.749254
50.148,1703.285294
46.065,4778.423188
39.395,1381.435714
46.065,4707.494505
39.395,1391.978571
37.391,3544.968116
37.378,3461.913433
50.08,1749.64
46.038,4761.179348
50.08,1701.020588
46.038,4761.014493
39.394,1397.25
37.493,3456.364179
39.394,1382.528571
37.35,3455.116418
50.08,1742.645714
46.04,4765.036957
50.08,1691.929412
46.04,4774.103986
39.218,1322.982716
37.378,3499.731863
39.218,1338.358025
40.243,1070.840909
37.664,3144.123656
40.243,1058.75
45.941,4312.245238
49.769,1432.28046
45.937,4384.437647
49.769,1428.128736
37.768,3096.459016
40.506,1104.55942
37.768,3078.95082
40.506,1114.953623
45.938,4322.225
49.76,1385.614286
45.936,4311.224206
49.76,1431.926437
37.82,3098.393443
37.82,3139.663441
40.497,1020.380952
46.055,5716.653636
40.497,1060.15
46.055,5782.201201
50.169,2012.075
37.395,4075.944304
50.169,1965.736752
37.395,4093.025316
39.259,1452.910345
46.053,5791.252252
39.259,1439.36092
46.053,5774.801802
50.169,1968.659829
37.351,4069.724051
50.169,1999.2375
46.047,4174.266667
50.168,1384.553571
37.806,3045.842222
50.168,1378.671429
46.05,4328.779365
45.919,4369.416471
40.374,1053.733333
37.817,3104.688525
40.374,1017.238095
37.707,3098.393443
49.744,1432.570115
45.928,4367.835294
49.744,1387.992857
45.918,4380.912941
40.243,1072.877273
37.707,3132.743548
40.243,1068.55
37.664,3142.975806
49.744,1392.782143
45.926,4375.708235
49.744,1376.967857
50.035,1973.076923
46.063,5706.513333
50.035,1977.851282
46.063,5718.266667
39.76,1433.889655
37.464,4029.765385
39.76,1439.811494
37.464,3985.097836
50.037,2010.0925
46.069,5735.051515
50.037,1975.805128
46.069,5676.80367
39.262,1487.925556
37.355,4092.334177
39.262,1493.306667
50.127,1978.37094
46.045,5785.570571
50.127,1964.957265
37.355,4043.355556
39.266,1432.988506
37.395,4092.16962
39.266,1497.334444
46.045,5767.27027
50.127,1968.140171
46.055,5788.345345
50.127,2011.5225
37.395,4078.544304
39.75,1429.931034
37.437,3990.296104
39.75,1493.661111
46.055,5738.123333
46.072,5736.603939
50.077,1961.839316
37.437,3980.985281
50.077,2009.4425
37.462,4024.961111
39.752,1437.816092
46.072,5675.020183
39.752,1485.476667
46.078,5720.452121
50.078,1967.717949
37.462,4018.774786
50.078,2018.185
37.351,4070.711392
39.255,1435.177011
46.078,5727.124242
39.255,1492.565556
38.734,1390.017857
45.941,4723.714286
38.734,1335.180247
37.072,3447.597015
49.901,1755.015238
37.051,3453.080597
49.901,1699.629412
45.941,4760.519928
40.317,1174.565278
45.934,4764.575362
40.317,1173.095833
37.878,3584.024286
49.902,1688.597059
37.072,3456.922388
49.902,1757.217143
45.934,4771.697101
45.947,5131.504377
40.326,1226.176
37.833,3579.687143
40.326,1227.872
37.873,3561.451429
49.764,1604.379167
45.946,5236.534653
49.764,1598.276042
45.95,5200.066007
40.213,1174.4375
37.707,3626.262911
40.213,1181.944444
37.834,3575.054286
49.773,1594.175
45.949,5207.392739
49.773,1631.353535
40.213,1174.469444
37.753,3637.633803
40.213,1166.259722
45.929,5223.366337
49.801,1648.161616
45.928,5228.184818
49.801,1654.464646
37.707,3624.323944
40.441,1120.278261
37.874,3572.754286
40.441,1122.86087
45.929,5230.627063
49.801,1653.236364
45.927,5220.462046
49.801,1650.844444
37.753,3628.7277
37.778,3556.424286
40.158,1178.111111
46.054,5108.466667
40.158,1131.182609
46.057,5170.407
50.179,1600.342708
37.922,3538.200966
50.179,1596.015625
37.75,3634.906103
40.146,1172.776389
46.053,5171.826
40.146,1124.742029
46.056,5160.837
50.178,1593.7875
37.76,3508.537198
50.178,1598.114583
50.186,1594.982292
37.754,3578.044286
50.186,1596.209375
46.042,5224.587459
40.146,1127.228986
46.038,5216.79868
40.146,1171.275
37.797,3621.103286
50.186,1585.036458
37.801,3609.699531
50.186,1590.945833
46.036,5220.196078
39.758,1437.944828
46.032,5186.148
39.758,1435.337931
37.441,4021.341453
37.441,3889.982684
37.164,3506.628922
39.005,1340.57284
39.005,1335.565432
49.847,1710.5
45.917,4773.081884
49.847,1751.097143
37.138,3489.681863
38.73,1328.824691
37.051,3493.885784
38.73,1326.320988
45.917,4765.597464
49.846,1756.180952
45.932,4730.571429
49.846,1716.129412
37.164,3452.095522
39.006,1290.673077
37.138,3501.012745
39.006,1333.318519
45.932,4717.087912
45.933,5721.013636
39.533,1070.3
37.471,3133.202688
39.533,1068.772727
49.942,2012.8875
45.933,5788.675676
49.942,2023.125
39.744,1066.927273
45.809,4380.847059
39.744,1070.745455
37.374,3151.10914
49.413,1442.965517
37.429,3097.967213
49.413,1439.875862
45.808,4385.392941
39.416,1119.544928
45.82,4365.76
39.416,1078.254545
37.429,3152.158602
49.404,1433.632184
37.471,3134.153763
49.404,1390.5
45.815,4358.908235
37.444,3099.639344
39.419,1022.0
45.835,4423.261628
39.419,1073.895455
45.833,4378.771765
49.517,1389.021429
37.42,3193.098413
49.517,1436.464368
37.42,3195.263492
39.744,1026.825397
45.838,4367.341176
39.744,1066.545455
45.835,4382.724706
49.517,1426.068966
37.374,3141.237634
49.517,1432.763218
39.663,1025.619048
37.371,3159.701613
39.663,1072.781818
45.917,4314.946032
49.789,1398.182143
45.915,4325.452778
49.789,1379.185714
37.399,3103.311475
39.305,1067.404545
37.386,3156.75
39.305,1073.959091
45.93,4317.086905
49.793,1394.646429
45.933,4362.4
49.793,1384.746429
37.441,3106.065574
37.427,3140.089785
49.907,1379.507143
45.943,4351.2
49.907,1374.235714
45.945,4367.407059
39.028,1334.506173
37.17,3493.458824
39.028,1336.014815
37.397,3104.590164
49.907,1382.914286
45.948,4377.421176
49.907,1386.257143
45.95,4305.756746
39.663,1060.754545
37.401,3089.508197
39.663,1072.845455
49.807,1697.461765
37.14,3456.232836
49.807,1706.941176
45.908,4817.10681
38.762,1339.738272
45.908,4755.442391
38.762,1335.180247
37.057,3454.722388
49.805,1745.333333
37.17,3437.516418
49.805,1707.2
45.922,4720.681319
39.029,1378.478571
45.922,4768.630797
39.029,1333.54321
37.14,3443.098507
45.934,4755.178623
49.857,1706.391176
37.072,3509.913235
49.857,1752.457143
45.934,4676.773551
45.932,4772.521377
49.857,1759.969524
37.057,3477.464216
49.857,1691.702941
37.072,3445.232836
38.764,1336.335802
45.932,4749.837319
38.764,1335.083951
38.702,1539.419355
45.933,5761.786787
38.702,1541.741935
37.203,4099.212658
37.209,4033.015833
49.902,2012.53
37.209,4089.503797
49.902,1967.100855
45.933,5826.34375
45.942,5771.72973
38.807,1482.383333
45.933,5769.186186
38.801,1480.643333
38.807,1488.956667
37.209,4147.20375
37.209,4136.999583
38.801,1476.261111
49.901,2009.7675
37.193,4131.370833
37.197,4127.684167
49.941,2020.0375
49.901,2024.6525
45.942,5771.267267
49.941,2014.3175
45.933,5768.525526
45.922,5719.19697
38.798,1490.986667
37.193,4133.57625
38.798,1451.655172
37.156,4037.728632
49.828,1963.268376
45.922,5775.726727
49.828,2011.0025
45.928,5741.096061
38.703,1547.225806
37.156,4042.434188
38.703,1547.354839
37.203,4037.761538
49.826,2017.6975
45.928,5729.04
49.826,1976.097436
38.71,1492.178889
37.205,4083.777215
38.71,1496.947778
45.937,5213.366337
49.942,1601.15
45.938,5277.481046
49.942,1595.208333
37.455,3615.680751
39.645,1175.811111
37.45,3618.211268
39.645,1180.730556
45.944,5178.261
49.942,1599.147917
45.944,5238.613861
49.942,1650.133333
37.437,3572.458571
37.197,4125.939583
38.804,1493.822222
45.913,5738.123333
38.804,1442.128736
45.913,5782.960961
49.785,1971.388034
37.162,4036.774359
49.785,2015.9425
37.162,4088.220253
38.711,1501.458889
45.92,5722.235758
38.711,1538.516129
45.92,5772.522523
49.783,1959.14359
37.205,4072.521519
49.783,1967.198291
49.572,1644.993939
37.434,3664.684722
49.572,1597.178125
45.825,5278.900327
39.645,1175.715278
45.826,5270.846732
39.645,1130.226087
37.515,3555.635714
39.718,1159.711111
39.718,1163.416667
37.434,3672.277778
37.427,3582.118571
49.839,1601.505208
45.914,5175.951
49.839,1655.725253
45.916,5146.02
39.645,1184.5
37.432,3581.79
39.645,1169.677778
37.532,3539.712077
49.843,1598.598958
45.928,5224.851485
49.843,1603.345833
45.926,5127.280808
39.525,1171.945833
37.437,3573.805714
39.525,1177.472222
45.932,4771.927899
38.764,1331.296296
37.072,3513.788725
38.764,1340.82963
37.057,3500.421569
49.857,1699.273529
45.932,4811.237276
49.857,1713.185294
45.934,4776.181159
39.005,1336.945679
37.164,3491.816667
39.005,1335.918519
37.072,3461.486567
49.857,1698.982353
45.934,4826.735484
49.857,1699.333333
39.006,1385.228571
45.932,4725.89011
39.006,1335.212346
37.138,3462.438806
49.846,1757.249524
37.164,3448.647761
49.846,1745.139048
45.932,4718.43956
38.73,1380.503571
45.917,4721.802198
38.73,1327.412346
37.051,3460.402985
49.847,1754.173333
37.138,3449.20597
49.847,1762.009524
45.917,4721.043956
37.401,3159.373656
39.663,1015.52381
45.95,4321.006349
39.663,1061.931818
45.948,4325.880952
49.907,1388.764286
49.907,1426.422989
37.17,3453.704478
39.028,1325.74321
45.945,4328.021825
39.028,1388.957143
45.943,4327.593651
49.907,1386.289286
37.427,3142.844624
49.907,1376.164286
39.029,1325.004938
37.14,3498.713725
39.029,1346.382716
45.922,4782.280797
49.805,1697.623529
45.922,4768.103261
49.805,1757.638095
37.17,3447.170149
38.762,1332.419753
37.057,3455.149254
38.762,1384.585714
45.908,4718.241758
49.807,1712.085294
45.908,4784.061232
49.807,1757.8
37.14,3439.946269
49.572,1645.349495
37.401,3635.629108
49.572,1642.957576
45.828,5279.263399
45.828,5126.20462
49.902,1754.140952
45.934,4751.452899
49.902,1705.873529
37.072,3498.188235
39.572,1230.304
37.492,3611.375587
39.572,1175.172222
45.934,4751.452899
49.901,1714.428571
45.941,4762.498188
49.901,1743.390476
37.051,3464.146269
38.734,1337.908642
37.072,3439.683582
38.734,1374.075
45.941,4755.376449
45.805,5221.617162
49.454,1691.314706
37.414,3575.777143
49.454,1658.60202
37.401,3672.080556
39.718,1171.147222
45.801,5209.141914
39.718,1170.9875
45.817,5223.663366
49.446,1656.048485
37.492,3574.922857
49.446,1606.994792
37.414,3634.150235
39.453,1233.376
45.815,5210.066007
39.453,1182.231944
37.193,4085.686076
38.798,1489.407778
45.922,5734.807508
38.798,1489.504444
45.922,5779.888889
49.828,1979.215385
37.156,4031.015812
49.828,2013.2775
37.156,4092.564557
38.703,1509.45
45.928,5689.143925
38.703,1546.612903
45.928,5784.513514
49.826,1978.266667
37.203,4043.520085
49.826,2008.175
38.702,1543.0
37.203,4052.569231
38.702,1545.612903
45.933,5736.405758
49.902,1972.102564
45.933,5827.103571
49.902,2024.815
37.209,4079.696203
38.807,1491.695556
37.209,4181.62963
38.807,1446.956322
45.933,5792.903904
49.901,1968.464957
45.933,5784.711712
49.901,2013.6675
37.197,4143.55
38.804,1489.407778
37.197,4146.545417
38.804,1446.891954
37.397,3023.016393
37.374,3145.369892
49.517,1435.370115
45.835,4392.837647
49.517,1390.564286
45.838,4357.985882
39.744,1068.868182
37.42,3145.829032
39.744,1114.53913
37.42,3152.683333
49.517,1386.064286
45.833,4422.833333
49.517,1428.321839
45.835,4327.099603
39.419,1115.304348
37.444,3089.278689
39.419,1075.995455
49.793,1391.496429
37.441,3087.901639
49.793,1382.721429
45.933,4339.351984
39.305,1070.045455
45.93,4314.748413
39.305,1116.228986
37.386,3101.213115
49.789,1451.365517
37.399,3052.004444
49.789,1376.935714
45.915,4315.90119
39.663,1062.536364
45.917,4365.463529
39.663,1012.47619
37.371,3128.020968
45.942,5836.320536
49.941,1973.336752
37.193,4141.640833
49.941,1970.738462
37.209,4097.962025
38.801,1502.264444
45.942,5731.550303
38.801,1536.193548
45.933,5776.222222
49.942,2029.17
37.209,4076.734177
49.942,2018.6075
37.471,3139.532258
39.533,1065.877273
45.933,5741.591515
39.533,1081.786364
49.404,1442.57931
45.815,4375.378824
49.404,1392.557143
37.471,3143.041398
39.416,1114.698551
37.429,3108.491803
39.416,1130.481159
45.82,4312.838095
49.413,1432.731034
45.808,4422.2
49.413,1429.126437
37.429,3162.718817
39.744,1062.918182
37.374,3152.256989
39.744,1117.089855
45.809,4311.882937
39.18,1336.624691
37.348,3502.654902
39.18,1289.967949
46.055,4768.037319
50.15,1709.076471
46.055,4765.102899
50.15,1693.838235
45.913,5588.620183
37.162,4070.711392
49.785,2026.7
45.913,5724.845152
49.785,2028.39
45.92,5741.162121
38.711,1536.258065
37.162,4082.987342
38.711,1502.232222
37.205,4034.997436
49.783,2011.3925
45.92,5773.678679
49.783,1980.709402
38.71,1549.83871
45.937,5223.0033
38.71,1495.336667
37.205,4044.935043
49.942,1658.311111
37.455,3569.402857
49.942,1605.186458
45.938,5192.814
39.645,1175.747222
45.944,5214.191419
39.645,1173.830556
37.45,3615.746479
49.942,1643.054545
37.437,3572.195714
49.942,1639.628283
45.944,5215.082508
45.914,5163.807
49.839,1654.141414
37.427,3564.31
49.839,1610.579167
37.432,3613.938967
39.645,1179.804167
45.916,5125.663973
39.645,1177.504167
45.928,5182.452
49.843,1606.058333
37.532,3580.114286
49.843,1605.541667
37.437,3571.505714
39.525,1188.077778
45.926,5120.186532
39.525,1178.941667
49.572,1593.884375
45.825,5285.303595
49.572,1642.731313
37.434,3627.610329
39.645,1126.272464
37.515,3627.544601
39.645,1173.543056
45.826,5262.562092
49.572,1598.663542
45.828,5321.396117
49.572,1626.860606
37.401,3666.854167
39.718,1173.095833
37.434,3673.658333
39.718,1170.284722
45.828,5273.355229
37.414,3567.562857
49.454,1654.173737
45.805,5263.156209
49.454,1641.309091
45.801,5209.009901
39.718,1179.676389
37.401,3679.443519
39.718,1176.290278
37.492,3629.089202
49.446,1604.44375
45.817,5223.20132
49.446,1641.664646
45.815,5166.678
39.453,1223.328
37.414,3623.798122
39.453,1224.64
50.128,1749.089524
37.378,3459.319403
50.128,1691.088235
46.038,4756.959058
39.572,1174.054167
46.038,4774.367754
39.572,1179.708333
37.492,3613.446009
50.127,1708.3
37.348,3488.663725
50.127,1699.467647
46.049,4771.861957
39.184,1385.067857
46.049,4707.857143
39.184,1332.804938
37.378,3456.758209
39.395,1389.535714
37.391,3503.673039
39.395,1387.35
46.065,4722.56044
50.148,1697.623529
46.065,4763.091667
50.148,1703.544118
37.493,3455.576119
37.391,3421.433824
37.378,3487.251471
39.218,1334.987654
46.04,4749.276812
39.218,1382.753571
46.04,4753.497101
50.08,1689.405882
37.35,3440.8
50.08,1748.700952
37.493,3441.785075
39.394,1392.942857
46.038,4768.202174
39.394,1387.478571
46.038,4754.354348
50.08,1691.8
37.378,3439.322388
50.08,1747.92381
39.428,1387.125
46.056,4772.62029
39.428,1387.864286
37.396,3498.943627
50.102,1715.579412
37.498,3442.047761
50.102,1698.626471
46.056,4715.934066
39.215,1338.74321
46.046,4758.211957
39.215,1338.775309
37.35,3491.84951
50.103,1760.617143
37.396,3497.367157
50.103,1704.967647
46.046,4725.065934
46.038,4313.398016
40.166,1017.968254
37.701,3140.089785
40.166,1010.15873
37.654,3081.901639
50.149,1384.842857
46.035,4332.567063
50.149,1391.496429
46.035,4330.557937
39.427,1401.910714
37.498,3450.519403
39.427,1394.967857
37.701,3098.098361
50.149,1385.228571
46.032,4355.844706
50.149,1345.869136
50.168,1390.532143
46.05,4323.443651
50.168,1392.010714
37.806,3045.055556
40.095,1020.888889
37.699,3103.377049
40.095,1072.209091
46.047,4261.793574
50.167,1377.096429
46.055,4325.321032
50.167,1429.995402
37.689,3041.745
40.166,1018.857143
37.654,3097.508197
40.166,1067.468182
46.05,4269.104418
45.926,4365.331765
49.744,1394.1
37.664,3102.852459
49.744,1441.291954
37.707,3113.672131
40.243,1072.909091
45.918,4290.44127
40.243,1109.437681
45.928,4349.981176
49.744,1384.939286
37.707,3096.95082
49.744,1435.241379
37.817,3059.641667
40.374,1077.236364
45.919,4358.249412
40.374,1075.009091
40.506,1061.9
40.506,1064.827273
37.768,3154.552688
49.769,1437.944828
37.768,3142.319892
49.769,1441.645977
45.937,4313.925
40.243,1057.445455
45.941,4322.225
40.243,1022.825397
37.664,3183.486772
49.76,1384.907143
37.82,3115.508197
49.76,1383.525
45.936,4380.023529
45.938,4270.856471
37.351,4044.244017
50.169,1972.817094
46.053,5772.654655
50.169,2018.12
46.053,5719.692424
39.259,1485.283333
37.395,4093.848101
39.259,1437.365517
37.395,4091.149367
50.169,1960.345299
46.055,5785.108108
50.169,2014.7075
46.055,5682.385321
40.497,1108.162319
37.82,3099.901639
40.497,1018.444444
50.186,1603.248958
46.036,5216.039604
50.186,1600.7625
37.801,3594.045714
39.758,1491.598889
37.441,3997.6329
39.758,1491.276667
46.032,5180.835
50.186,1597.953125
46.042,5186.082
50.186,1593.496875
37.754,3586.718571
40.146,1168.431944
37.797,3616.995305
40.146,1172.904167
46.038,5174.631
46.069,5731.814545
50.037,2026.9925
37.464,3987.203463
50.037,1977.526496
37.355,4096.711392
39.262,1490.857778
46.069,5721.013636
39.262,1442.804598
46.063,5698.733945
50.035,1968.724786
37.441,3941.644737
50.035,2019.5175
37.464,4045.428632
39.76,1451.075862
46.063,5750.113333
39.76,1447.986207
50.127,2021.9875
37.395,4044.276923
50.127,2016.17
46.055,5745.720303
39.75,1496.496667
46.055,5724.977273
39.75,1498.816667
37.437,3972.431169
50.127,1965.119658
37.355,4075.812658
50.127,1976.389744
46.045,5792.870871
39.266,1494.917778
46.045,5738.552727
39.266,1501.748889
37.395,4094.868354
37.462,3988.716883
50.078,2018.25
46.078,5729.931818
50.078,1979.507692
46.078,5679.743119
39.255,1490.728889
37.351,4100.529114
39.255,1493.371111
37.437,3980.820779
50.077,1965.54188
46.072,5748.098485
50.077,1972.005128
46.072,5687.570642
39.752,1496.593333
37.462,3994.836364
39.752,1495.368889
46.053,5123.651178
40.146,1179.101389
37.75,3637.2723
40.146,1178.206944
37.76,3520.823188
50.178,1605.186458
46.056,5185.224
50.178,1595.046875
46.054,5113.521212
40.158,1172.936111
37.778,3590.037143
40.158,1141.64058
50.179,1589.589583
46.057,5170.341
50.179,1601.246875
37.498,3454.131343
39.427,1383.878571
39.427,1379.217857
50.102,1701.829412
46.056,4741.21978
50.102,1712.894118
37.498,3503.902941
39.428,1385.807143
37.396,3518.583824
39.428,1387.510714
46.056,4733.604396
50.103,1749.057143
46.046,4779.610145
50.103,1710.952941
37.396,3524.134314
39.215,1331.135802
37.35,3491.652451
39.215,1329.595062
46.046,4763.685145
37.35,3503.771569
50.08,1698.561765
46.04,4779.544203
50.08,1754.594286
46.04,4716.989011
39.218,1344.520988
37.378,3496.578922
39.218,1346.671605
37.378,3465.164179
50.08,1707.2
46.038,4786.797826
50.08,1702.670588
46.038,4770.773913
39.394,1388.635714
37.493,3449.008955
39.394,1397.378571
50.148,1717.908824
37.493,3465.755224
50.148,1712.085294
46.065,4715.175824
39.395,1397.185714
46.065,4722.89011
39.395,1399.5
37.391,3514.445588
50.15,1708.332353
37.391,3521.605392
50.15,1705.841176
46.055,4739.967033
39.18,1330.622222
46.055,4789.699275
39.18,1290.416667
37.348,3501.439706
40.317,1186.8
37.878,3589.347143
40.317,1175.363889
46.038,4736.703297
50.128,1712.7
46.038,4773.741304
50.128,1744.426667
37.378,3461.913433
39.184,1335.62963
37.378,3509.733333
39.184,1339.898765
46.049,4706.901099
50.127,1703.932353
46.049,4827.526882
50.127,1697.041176
37.348,3516.383333
37.707,3673.822685
40.213,1171.275
45.95,5129.986532
40.213,1181.625
45.949,5214.224422
49.773,1651.555556
37.834,3595.064286
49.773,1645.705051
37.833,3582.151429
40.326,1224.576
45.947,5167.635
40.326,1221.504
45.946,5234.818482
49.764,1606.542708
37.873,3592.83
49.764,1599.955208
40.441,1130.991304
45.929,5245.643564
40.441,1164.790278
37.874,3546.862857
49.801,1608.544792
37.753,3622.58216
49.801,1594.885417
45.927,5288.538235
40.213,1172.105556
45.929,5229.372937
40.213,1173.383333
37.753,3643.647887
49.801,1650.359596
37.707,3629.943662
49.801,1644.024242
45.928,5248.019802
37.922,3456.798068
46.035,4332.237698
50.149,1397.185714
37.654,3102.229508
50.149,1433.085057
37.701,3141.926344
40.166,1011.714286
46.038,4316.988095
40.166,1016.47619
46.032,4318.437302
50.149,1383.942857
37.701,3140.942473
50.149,1390.082143
46.035,4246.833333
46.078,5796.438438
50.078,1965.282051
37.462,3994.474459
50.078,1983.047863
37.351,4095.032911
39.255,1496.593333
46.078,5745.191818
39.255,1445.990805
46.072,5743.606364
50.077,1979.182906
37.437,3997.501299
50.077,1980.871795
37.462,4065.994872
39.752,1451.397701
46.072,5698.700917
39.752,1454.551724
50.127,1976.747009
46.055,5784.447447
50.127,2015.3575
39.75,1450.818391
37.437,4041.611538
39.75,1491.76
46.055,5747.834242
37.395,4093.222785
39.259,1450.914943
46.053,5752.524545
39.259,1450.593103
46.053,5780.45045
50.169,2033.1025
37.351,4052.666667
50.169,2010.0275
37.82,3146.484946
40.497,1057.127273
46.055,5739.160961
40.497,1015.746032
46.055,5752.656667
50.169,2014.61
37.395,4091.295
50.169,2024.3
40.506,1067.977273
37.768,3138.745161
40.506,1063.872727
45.938,4327.824206
49.76,1446.988506
45.936,4319.161905
49.76,1441.581609
37.82,3092.131148
40.243,1070.109091
37.664,3149.666129
40.243,1061.868182
45.941,4378.178824
49.769,1391.625
45.937,4384.371765
49.769,1440.036782
37.768,3138.712366
45.918,4332.435317
40.243,1064.827273
37.707,3167.506989
40.243,1071.445455
37.664,3114.393443
49.744,1433.085057
45.926,4332.533333
49.744,1396.028571
45.919,4307.502381
40.374,1068.55
37.817,3101.868852
40.374,1013.301587
37.707,3147.272043
49.744,1391.785714
45.928,4375.938824
49.744,1383.139286
40.095,1077.586364
46.047,4327.494841
40.095,1073.45
37.699,3047.448333
50.168,1385.1
37.806,3055.511667
50.168,1336.65679
46.05,4329.240476
40.166,1070.204545
46.05,4330.360317
40.166,1020.15873
37.654,3103.967213
50.167,1428.514943
37.689,3050.365556
50.167,1333.607407
46.055,4320.512302
37.464,4047.633333
50.037,2022.8
46.069,5735.844242
50.037,1981.034188
46.069,5693.845872
39.262,1494.08
37.355,4095.032911
39.262,1451.429885
37.441,3978.320346
50.035,1985.418803
46.063,5732.706364
50.035,2023.58
46.063,5704.844037
39.76,1443.448276
37.464,4034.767094
39.76,1445.475862
50.186,1642.763636
37.801,3586.751429
50.186,1609.578125
46.036,5188.326
39.758,1431.733333
46.032,5184.696
39.758,1443.190805
37.441,4050.331624
50.186,1598.405208
37.754,3589.182857
50.186,1544.064516
46.042,5225.666667
40.146,1126.4
46.038,5224.257426
40.146,1169.613889
37.797,3631.981221
37.395,4013.281013
50.127,1977.266667
46.045,5807.603604
50.127,1977.981197
37.355,4100.726582
39.266,1441.933333
37.395,4105.334177
39.266,1510.867778
46.045,5753.218182
45.95,5177.469
40.213,1163.608333
37.707,3645.981221
40.213,1225.952
37.834,3587.375714
49.773,1646.836364
45.949,5236.369637
49.773,1612.161458
45.947,5142.591246
40.326,1225.44
37.833,3592.534286
40.326,1228.8
37.873,3594.111429
49.764,1597.920833
45.946,5235.214521
49.764,1609.384375
40.317,1220.704
47.116,5191.725
40.317,1182.966667
37.878,3574.2
51.198,1917.378947
38.544,3735.290278
51.198,1915.821053
47.116,5254.191419
40.28,1400.625
40.28,1389.567857
38.544,3735.618981
37.75,3659.655556
40.146,1110.553623
46.053,5167.602
40.146,1132.107246
46.056,5163.51
50.178,1591.171875
37.76,3540.10628
50.178,1595.466667
37.778,3583.498571
40.158,1125.475362
46.054,5185.389
40.158,1168.463889
46.057,5191.032
50.179,1550.483871
37.922,3525.914976
50.179,1600.56875
40.441,1132.426087
37.874,3578.964286
40.441,1123.657971
45.929,5212.211221
49.801,1644.153535
45.927,5230.330033
49.801,1648.193939
37.753,3626.032864
40.213,1217.28
37.753,3627.807512
40.213,1170.540278
45.929,5234.917492
49.801,1648.466667
45.928,5280.220588
49.801,1594.078125
37.707,3631.422535
51.132,1901.994737
38.582,3770.4
51.132,1872.126316
47.109,5251.848185
40.797,1391.85
47.109,5235.610561
40.797,1386.321429
38.517,3701.302315
51.133,1917.768421
38.517,3704.655093
51.133,1919.521053
47.106,5239.207921
40.308,1381.821429
47.106,5236.468647
40.308,1385.260714
38.495,3713.957407
38.551,3426.253731
51.154,1638.270707
47.114,4958.175347
51.154,1644.315152
47.119,4952.765625
40.268,1123.944928
38.576,3519.279227
40.268,1120.66087
38.576,3478.975
51.154,1591.914583
47.115,4954.678819
51.154,1636.137374
